Personnes et corps	🧏🏾‍♂️	deaf man: medium-dark skin tone
Personnes et corps	🧏🏿‍♂️	deaf man: dark skin tone
Personnes et corps	🧏‍♀️	deaf woman
Personnes et corps	🧏🏻‍♀️	deaf woman: light skin tone
Personnes et corps	🧏🏼‍♀️	deaf woman: medium-light skin tone
Personnes et corps	🧏🏽‍♀️	deaf woman: medium skin tone
Personnes et corps	🧏🏾‍♀️	deaf woman: medium-dark skin tone
Personnes et corps	🧏🏿‍♀️	deaf woman: dark skin tone
Personnes et corps	🙇	person bowing
Personnes et corps	🙇🏻	person bowing: light skin tone
Personnes et corps	🙇🏼	person bowing: medium-light skin tone
Personnes et corps	🙇🏽	person bowing: medium skin tone
Personnes et corps	🙇🏾	person bowing: medium-dark skin tone
Personnes et corps	🙇🏿	person bowing: dark skin tone
Personnes et corps	🙇‍♂️	man bowing
Personnes et corps	🙇🏻‍♂️	man bowing: light skin tone
Personnes et corps	🙇🏼‍♂️	man bowing: medium-light skin tone
Personnes et corps	🙇🏽‍♂️	man bowing: medium skin tone
Personnes et corps	🙇🏾‍♂️	man bowing: medium-dark skin tone
Personnes et corps	🙇🏿‍♂️	man bowing: dark skin tone
Personnes et corps	🙇‍♀️	woman bowing
Personnes et corps	🙇🏻‍♀️	woman bowing: light skin tone
Personnes et corps	🙇🏼‍♀️	woman bowing: medium-light skin tone
Personnes et corps	🙇🏽‍♀️	woman bowing: medium skin tone
Personnes et corps	🙇🏾‍♀️	woman bowing: medium-dark skin tone
Personnes et corps	🙇🏿‍♀️	woman bowing: dark skin tone
Personnes et corps	🤦	person facepalming
Personnes et corps	🤦🏻	person facepalming: light skin tone
Personnes et corps	🤦🏼	person facepalming: medium-light skin tone
Personnes et corps	🤦🏽	person facepalming: medium skin tone
Personnes et corps	🤦🏾	person facepalming: medium-dark skin tone
Personnes et corps	🤦🏿	person facepalming: dark skin tone
Personnes et corps	🤦‍♂️	man facepalming
Personnes et corps	🤦🏻‍♂️	man facepalming: light skin tone
Personnes et corps	🤦🏼‍♂️	man facepalming: medium-light skin tone
Personnes et corps	🤦🏽‍♂️	man facepalming: medium skin tone
Personnes et corps	🤦🏾‍♂️	man facepalming: medium-dark skin tone
Personnes et corps	🤦🏿‍♂️	man facepalming: dark skin tone
Personnes et corps	🤦‍♀️	woman facepalming
Personnes et corps	🤦🏻‍♀️	woman facepalming: light skin tone
Personnes et corps	🤦🏼‍♀️	woman facepalming: medium-light skin tone
Personnes et corps	🤦🏽‍♀️	woman facepalming: medium skin tone
Personnes et corps	🤦🏾‍♀️	woman facepalming: medium-dark skin tone
Personnes et corps	🤦🏿‍♀️	woman facepalming: dark skin tone
Personnes et corps	🤷	person shrugging
Personnes et corps	🤷🏻	person shrugging: light skin tone
Personnes et corps	🤷🏼	person shrugging: medium-light skin tone
Personnes et corps	🤷🏽	person shrugging: medium skin tone
Personnes et corps	🤷🏾	person shrugging: medium-dark skin tone
Personnes et corps	🤷🏿	person shrugging: dark skin tone
Personnes et corps	🤷‍♂️	man shrugging
Personnes et corps	🤷🏻‍♂️	man shrugging: light skin tone
Personnes et corps	🤷🏼‍♂️	man shrugging: medium-light skin tone
Personnes et corps	🤷🏽‍♂️	man shrugging: medium skin tone
Personnes et corps	🤷🏾‍♂️	man shrugging: medium-dark skin tone
Personnes et corps	🤷🏿‍♂️	man shrugging: dark skin tone
Personnes et corps	🤷‍♀️	woman shrugging
Personnes et corps	🤷🏻‍♀️	woman shrugging: light skin tone
Personnes et corps	🤷🏼‍♀️	woman shrugging: medium-light skin tone
Personnes et corps	🤷🏽‍♀️	woman shrugging: medium skin tone
Personnes et corps	🤷🏾‍♀️	woman shrugging: medium-dark skin tone
Personnes et corps	🤷🏿‍♀️	woman shrugging: dark skin tone
Personnes et corps	🧑‍⚕️	health worker
Personnes et corps	🧑🏻‍⚕️	health worker: light skin tone
Personnes et corps	🧑🏼‍⚕️	health worker: medium-light skin tone
Personnes et corps	🧑🏽‍⚕️	health worker: medium skin tone
Personnes et corps	🧑🏾‍⚕️	health worker: medium-dark skin tone
Personnes et corps	🧑🏿‍⚕️	health worker: dark skin tone
Personnes et corps	👨‍⚕️	man health worker
Personnes et corps	👨🏻‍⚕️	man health worker: light skin tone
Personnes et corps	👨🏼‍⚕️	man health worker: medium-light skin tone
Personnes et corps	👨🏽‍⚕️	man health worker: medium skin tone
Personnes et corps	👨🏾‍⚕️	man health worker: medium-dark skin tone
Personnes et corps	👨🏿‍⚕️	man health worker: dark skin tone
Personnes et corps	👩‍⚕️	woman health worker
Personnes et corps	👩🏻‍⚕️	woman health worker: light skin tone
Personnes et corps	👩🏼‍⚕️	woman health worker: medium-light skin tone
Personnes et corps	👩🏽‍⚕️	woman health worker: medium skin tone
Personnes et corps	👩🏾‍⚕️	woman health worker: medium-dark skin tone
Personnes et corps	👩🏿‍⚕️	woman health worker: dark skin tone
Personnes et corps	🧑‍🎓	student
Personnes et corps	🧑🏻‍🎓	student: light skin tone
Personnes et corps	🧑🏼‍🎓	student: medium-light skin tone
Personnes et corps	🧑🏽‍🎓	student: medium skin tone
Personnes et corps	🧑🏾‍🎓	student: medium-dark skin tone
Personnes et corps	🧑🏿‍🎓	student: dark skin tone
Personnes et corps	👨‍🎓	man student
Personnes et corps	👨🏻‍🎓	man student: light skin tone
Personnes et corps	👨🏼‍🎓	man student: medium-light skin tone
Personnes et corps	👨🏽‍🎓	man student: medium skin tone
Personnes et corps	👨🏾‍🎓	man student: medium-dark skin tone
Personnes et corps	👨🏿‍🎓	man student: dark skin tone
Personnes et corps	👩‍🎓	woman student
Personnes et corps	👩🏻‍🎓	woman student: light skin tone
Personnes et corps	👩🏼‍🎓	woman student: medium-light skin tone
Personnes et corps	👩🏽‍🎓	woman student: medium skin tone
Personnes et corps	👩🏾‍🎓	woman student: medium-dark skin tone
Personnes et corps	👩🏿‍🎓	woman student: dark skin tone
Personnes et corps	🧑‍🏫	teacher
Personnes et corps	🧑🏻‍🏫	teacher: light skin tone
Personnes et corps	🧑🏼‍🏫	teacher: medium-light skin tone
Personnes et corps	🧑🏽‍🏫	teacher: medium skin tone
Personnes et corps	🧑🏾‍🏫	teacher: medium-dark skin tone
Personnes et corps	🧑🏿‍🏫	teacher: dark skin tone
Personnes et corps	👨‍🏫	man teacher
Personnes et corps	👨🏻‍🏫	man teacher: light skin tone
Personnes et corps	👨🏼‍🏫	man teacher: medium-light skin tone
Personnes et corps	👨🏽‍🏫	man teacher: medium skin tone
Personnes et corps	👨🏾‍🏫	man teacher: medium-dark skin tone
Personnes et corps	👨🏿‍🏫	man teacher: dark skin tone
Personnes et corps	👩‍🏫	woman teacher
Personnes et corps	👩🏻‍🏫	woman teacher: light skin tone
Personnes et corps	👩🏼‍🏫	woman teacher: medium-light skin tone
Personnes et corps	👩🏽‍🏫	woman teacher: medium skin tone
Personnes et corps	👩🏾‍🏫	woman teacher: medium-dark skin tone
Personnes et corps	👩🏿‍🏫	woman teacher: dark skin tone
Personnes et corps	🧑‍⚖️	judge
Personnes et corps	🧑🏻‍⚖️	judge: light skin tone
Personnes et corps	🧑🏼‍⚖️	judge: medium-light skin tone
Personnes et corps	🧑🏽‍⚖️	judge: medium skin tone
Personnes et corps	🧑🏾‍⚖️	judge: medium-dark skin tone
Personnes et corps	🧑🏿‍⚖️	judge: dark skin tone
Personnes et corps	👨‍⚖️	man judge
Personnes et corps	👨🏻‍⚖️	man judge: light skin tone
Personnes et corps	👨🏼‍⚖️	man judge: medium-light skin tone
Personnes et corps	👨🏽‍⚖️	man judge: medium skin tone
Personnes et corps	👨🏾‍⚖️	man judge: medium-dark skin tone
Personnes et corps	👨🏿‍⚖️	man judge: dark skin tone
Personnes et corps	👩‍⚖️	woman judge
Personnes et corps	👩🏻‍⚖️	woman judge: light skin tone
Personnes et corps	👩🏼‍⚖️	woman judge: medium-light skin tone
Personnes et corps	👩🏽‍⚖️	woman judge: medium skin tone
Personnes et corps	👩🏾‍⚖️	woman judge: medium-dark skin tone
Personnes et corps	👩🏿‍⚖️	woman judge: dark skin tone
Personnes et corps	🧑‍🌾	farmer
Personnes et corps	🧑🏻‍🌾	farmer: light skin tone
Personnes et corps	🧑🏼‍🌾	farmer: medium-light skin tone
Personnes et corps	🧑🏽‍🌾	farmer: medium skin tone
Personnes et corps	🧑🏾‍🌾	farmer: medium-dark skin tone
Personnes et corps	🧑🏿‍🌾	farmer: dark skin tone
Personnes et corps	👨‍🌾	man farmer
Personnes et corps	👨🏻‍🌾	man farmer: light skin tone
Personnes et corps	👨🏼‍🌾	man farmer: medium-light skin tone
Personnes et corps	👨🏽‍🌾	man farmer: medium skin tone
Personnes et corps	👨🏾‍🌾	man farmer: medium-dark skin tone
Personnes et corps	👨🏿‍🌾	man farmer: dark skin tone
Personnes et corps	👩‍🌾	woman farmer
Personnes et corps	👩🏻‍🌾	woman farmer: light skin tone
Personnes et corps	👩🏼‍🌾	woman farmer: medium-light skin tone
Personnes et corps	👩🏽‍🌾	woman farmer: medium skin tone
Personnes et corps	👩🏾‍🌾	woman farmer: medium-dark skin tone
Personnes et corps	👩🏿‍🌾	woman farmer: dark skin tone
Personnes et corps	🧑‍🍳	cook
Personnes et corps	🧑🏻‍🍳	cook: light skin tone
Personnes et corps	🧑🏼‍🍳	cook: medium-light skin tone
Personnes et corps	🧑🏽‍🍳	cook: medium skin tone
Personnes et corps	🧑🏾‍🍳	cook: medium-dark skin tone
Personnes et corps	🧑🏿‍🍳	cook: dark skin tone
Personnes et corps	👨‍🍳	man cook
Personnes et corps	👨🏻‍🍳	man cook: light skin tone
Personnes et corps	👨🏼‍🍳	man cook: medium-light skin tone
Personnes et corps	👨🏽‍🍳	man cook: medium skin tone
Personnes et corps	👨🏾‍🍳	man cook: medium-dark skin tone
Personnes et corps	👨🏿‍🍳	man cook: dark skin tone
Personnes et corps	👩‍🍳	woman cook
Personnes et corps	👩🏻‍🍳	woman cook: light skin tone
Personnes et corps	👩🏼‍🍳	woman cook: medium-light skin tone
Personnes et corps	👩🏽‍🍳	woman cook: medium skin tone
Personnes et corps	👩🏾‍🍳	woman cook: medium-dark skin tone
Personnes et corps	👩🏿‍🍳	woman cook: dark skin tone
Personnes et corps	🧑‍🔧	mechanic
Personnes et corps	🧑🏻‍🔧	mechanic: light skin tone
Personnes et corps	🧑🏼‍🔧	mechanic: medium-light skin tone
Personnes et corps	🧑🏽‍🔧	mechanic: medium skin tone
Personnes et corps	🧑🏾‍🔧	mechanic: medium-dark skin tone
Personnes et corps	🧑🏿‍🔧	mechanic: dark skin tone
Personnes et corps	👨‍🔧	man mechanic
Personnes et corps	👨🏻‍🔧	man mechanic: light skin tone
Personnes et corps	👨🏼‍🔧	man mechanic: medium-light skin tone
Personnes et corps	👨🏽‍🔧	man mechanic: medium skin tone
Personnes et corps	👨🏾‍🔧	man mechanic: medium-dark skin tone
Personnes et corps	👨🏿‍🔧	man mechanic: dark skin tone
Personnes et corps	👩‍🔧	woman mechanic
Personnes et corps	👩🏻‍🔧	woman mechanic: light skin tone
Personnes et corps	👩🏼‍🔧	woman mechanic: medium-light skin tone
Personnes et corps	👩🏽‍🔧	woman mechanic: medium skin tone
Personnes et corps	👩🏾‍🔧	woman mechanic: medium-dark skin tone
Personnes et corps	👩🏿‍🔧	woman mechanic: dark skin tone
Personnes et corps	🧑‍🏭	factory worker
Personnes et corps	🧑🏻‍🏭	factory worker: light skin tone
Personnes et corps	🧑🏼‍🏭	factory worker: medium-light skin tone
Personnes et corps	🧑🏽‍🏭	factory worker: medium skin tone
Personnes et corps	🧑🏾‍🏭	factory worker: medium-dark skin tone
Personnes et corps	🧑🏿‍🏭	factory worker: dark skin tone
Personnes et corps	👨‍🏭	man factory worker
Personnes et corps	👨🏻‍🏭	man factory worker: light skin tone
Personnes et corps	👨🏼‍🏭	man factory worker: medium-light skin tone
Personnes et corps	👨🏽‍🏭	man factory worker: medium skin tone
Personnes et corps	👨🏾‍🏭	man factory worker: medium-dark skin tone
Personnes et corps	👨🏿‍🏭	man factory worker: dark skin tone
Personnes et corps	👩‍🏭	woman factory worker
Personnes et corps	👩🏻‍🏭	woman factory worker: light skin tone
Personnes et corps	👩🏼‍🏭	woman factory worker: medium-light skin tone
Personnes et corps	👩🏽‍🏭	woman factory worker: medium skin tone
Personnes et corps	👩🏾‍🏭	woman factory worker: medium-dark skin tone
Personnes et corps	👩🏿‍🏭	woman factory worker: dark skin tone
Personnes et corps	🧑‍💼	office worker
Personnes et corps	🧑🏻‍💼	office worker: light skin tone
Personnes et corps	🧑🏼‍💼	office worker: medium-light skin tone
Personnes et corps	🧑🏽‍💼	office worker: medium skin tone
Personnes et corps	🧑🏾‍💼	office worker: medium-dark skin tone
Personnes et corps	🧑🏿‍💼	office worker: dark skin tone
Personnes et corps	👨‍💼	man office worker
Personnes et corps	👨🏻‍💼	man office worker: light skin tone
Personnes et corps	👨🏼‍💼	man office worker: medium-light skin tone
Personnes et corps	👨🏽‍💼	man office worker: medium skin tone
Personnes et corps	👨🏾‍💼	man office worker: medium-dark skin tone
Personnes et corps	👨🏿‍💼	man office worker: dark skin tone
Personnes et corps	👩‍💼	woman office worker
Personnes et corps	👩🏻‍💼	woman office worker: light skin tone
Personnes et corps	👩🏼‍💼	woman office worker: medium-light skin tone
Personnes et corps	👩🏽‍💼	woman office worker: medium skin tone
Personnes et corps	👩🏾‍💼	woman office worker: medium-dark skin tone
Personnes et corps	👩🏿‍💼	woman office worker: dark skin tone
Personnes et corps	🧑‍🔬	scientist
Personnes et corps	🧑🏻‍🔬	scientist: light skin tone
Personnes et corps	🧑🏼‍🔬	scientist: medium-light skin tone
Personnes et corps	🧑🏽‍🔬	scientist: medium skin tone
Personnes et corps	🧑🏾‍🔬	scientist: medium-dark skin tone
Personnes et corps	🧑🏿‍🔬	scientist: dark skin tone
Personnes et corps	👨‍🔬	man scientist
Personnes et corps	👨🏻‍🔬	man scientist: light skin tone
Personnes et corps	👨🏼‍🔬	man scientist: medium-light skin tone
Personnes et corps	👨🏽‍🔬	man scientist: medium skin tone
Personnes et corps	👨🏾‍🔬	man scientist: medium-dark skin tone
Personnes et corps	👨🏿‍🔬	man scientist: dark skin tone
Personnes et corps	👩‍🔬	woman scientist
Personnes et corps	👩🏻‍🔬	woman scientist: light skin tone
Personnes et corps	👩🏼‍🔬	woman scientist: medium-light skin tone
Personnes et corps	👩🏽‍🔬	woman scientist: medium skin tone
Personnes et corps	👩🏾‍🔬	woman scientist: medium-dark skin tone
Personnes et corps	👩🏿‍🔬	woman scientist: dark skin tone
Personnes et corps	🧑‍💻	technologist
Personnes et corps	🧑🏻‍💻	technologist: light skin tone
Personnes et corps	🧑🏼‍💻	technologist: medium-light skin tone
Personnes et corps	🧑🏽‍💻	technologist: medium skin tone
Personnes et corps	🧑🏾‍💻	technologist: medium-dark skin tone
Personnes et corps	🧑🏿‍💻	technologist: dark skin tone
Personnes et corps	👨‍💻	man technologist
Personnes et corps	👨🏻‍💻	man technologist: light skin tone
Personnes et corps	👨🏼‍💻	man technologist: medium-light skin tone
Personnes et corps	👨🏽‍💻	man technologist: medium skin tone
Personnes et corps	👨🏾‍💻	man technologist: medium-dark skin tone
Personnes et corps	👨🏿‍💻	man technologist: dark skin tone
Personnes et corps	👩‍💻	woman technologist
Personnes et corps	👩🏻‍💻	woman technologist: light skin tone
Personnes et corps	👩🏼‍💻	woman technologist: medium-light skin tone
Personnes et corps	👩🏽‍💻	woman technologist: medium skin tone
Personnes et corps	👩🏾‍💻	woman technologist: medium-dark skin tone
Personnes et corps	👩🏿‍💻	woman technologist: dark skin tone
Personnes et corps	🧑‍🎤	singer
Personnes et corps	🧑🏻‍🎤	singer: light skin tone
Personnes et corps	🧑🏼‍🎤	singer: medium-light skin tone
Personnes et corps	🧑🏽‍🎤	singer: medium skin tone
Personnes et corps	🧑🏾‍🎤	singer: medium-dark skin tone
Personnes et corps	🧑🏿‍🎤	singer: dark skin tone
Personnes et corps	👨‍🎤	man singer
Personnes et corps	👨🏻‍🎤	man singer: light skin tone
Personnes et corps	👨🏼‍🎤	man singer: medium-light skin tone
Personnes et corps	👨🏽‍🎤	man singer: medium skin tone
Personnes et corps	👨🏾‍🎤	man singer: medium-dark skin tone
Personnes et corps	👨🏿‍🎤	man singer: dark skin tone
Personnes et corps	👩‍🎤	woman singer
Personnes et corps	👩🏻‍🎤	woman singer: light skin tone
Personnes et corps	👩🏼‍🎤	woman singer: medium-light skin tone
Personnes et corps	👩🏽‍🎤	woman singer: medium skin tone
Personnes et corps	👩🏾‍🎤	woman singer: medium-dark skin tone
Personnes et corps	👩🏿‍🎤	woman singer: dark skin tone
Personnes et corps	🧑‍🎨	artist
Personnes et corps	🧑🏻‍🎨	artist: light skin tone
Personnes et corps	🧑🏼‍🎨	artist: medium-light skin tone
Personnes et corps	🧑🏽‍🎨	artist: medium skin tone
Personnes et corps	🧑🏾‍🎨	artist: medium-dark skin tone
Personnes et corps	🧑🏿‍🎨	artist: dark skin tone
Personnes et corps	👨‍🎨	man artist
Personnes et corps	👨🏻‍🎨	man artist: light skin tone
Personnes et corps	👨🏼‍🎨	man artist: medium-light skin tone
Personnes et corps	👨🏽‍🎨	man artist: medium skin tone
Personnes et corps	👨🏾‍🎨	man artist: medium-dark skin tone
Personnes et corps	👨🏿‍🎨	man artist: dark skin tone
Personnes et corps	👩‍🎨	woman artist
Personnes et corps	👩🏻‍🎨	woman artist: light skin tone
Personnes et corps	👩🏼‍🎨	woman artist: medium-light skin tone
Personnes et corps	👩🏽‍🎨	woman artist: medium skin tone
Personnes et corps	👩🏾‍🎨	woman artist: medium-dark skin tone
Personnes et corps	👩🏿‍🎨	woman artist: dark skin tone
Personnes et corps	🧑‍✈️	pilot
Personnes et corps	🧑🏻‍✈️	pilot: light skin tone
Personnes et corps	🧑🏼‍✈️	pilot: medium-light skin tone
Personnes et corps	🧑🏽‍✈️	pilot: medium skin tone
Personnes et corps	🧑🏾‍✈️	pilot: medium-dark skin tone
Personnes et corps	🧑🏿‍✈️	pilot: dark skin tone
Personnes et corps	👨‍✈️	man pilot
Personnes et corps	👨🏻‍✈️	man pilot: light skin tone
Personnes et corps	👨🏼‍✈️	man pilot: medium-light skin tone
Personnes et corps	👨🏽‍✈️	man pilot: medium skin tone
Personnes et corps	👨🏾‍✈️	man pilot: medium-dark skin tone
Personnes et corps	👨🏿‍✈️	man pilot: dark skin tone
Personnes et corps	👩‍✈️	woman pilot
Personnes et corps	👩🏻‍✈️	woman pilot: light skin tone
Personnes et corps	👩🏼‍✈️	woman pilot: medium-light skin tone
Personnes et corps	👩🏽‍✈️	woman pilot: medium skin tone
Personnes et corps	👩🏾‍✈️	woman pilot: medium-dark skin tone
Personnes et corps	👩🏿‍✈️	woman pilot: dark skin tone
Personnes et corps	🧑‍🚀	astronaut
Personnes et corps	🧑🏻‍🚀	astronaut: light skin tone
Personnes et corps	🧑🏼‍🚀	astronaut: medium-light skin tone
Personnes et corps	🧑🏽‍🚀	astronaut: medium skin tone
Personnes et corps	🧑🏾‍🚀	astronaut: medium-dark skin tone
Personnes et corps	🧑🏿‍🚀	astronaut: dark skin tone
Personnes et corps	👨‍🚀	man astronaut
Personnes et corps	👨🏻‍🚀	man astronaut: light skin tone
Personnes et corps	👨🏼‍🚀	man astronaut: medium-light skin tone
Personnes et corps	👨🏽‍🚀	man astronaut: medium skin tone
Personnes et corps	👨🏾‍🚀	man astronaut: medium-dark skin tone
Personnes et corps	👨🏿‍🚀	man astronaut: dark skin tone
Personnes et corps	👩‍🚀	woman astronaut
Personnes et corps	👩🏻‍🚀	woman astronaut: light skin tone
Personnes et corps	👩🏼‍🚀	woman astronaut: medium-light skin tone
Personnes et corps	👩🏽‍🚀	woman astronaut: medium skin tone
Personnes et corps	👩🏾‍🚀	woman astronaut: medium-dark skin tone
Personnes et corps	👩🏿‍🚀	woman astronaut: dark skin tone
Personnes et corps	🧑‍🚒	firefighter
Personnes et corps	🧑🏻‍🚒	firefighter: light skin tone
Personnes et corps	🧑🏼‍🚒	firefighter: medium-light skin tone
Personnes et corps	🧑🏽‍🚒	firefighter: medium skin tone
Personnes et corps	🧑🏾‍🚒	firefighter: medium-dark skin tone
Personnes et corps	🧑🏿‍🚒	firefighter: dark skin tone
Personnes et corps	👨‍🚒	man firefighter
Personnes et corps	👨🏻‍🚒	man firefighter: light skin tone
Personnes et corps	👨🏼‍🚒	man firefighter: medium-light skin tone
Personnes et corps	👨🏽‍🚒	man firefighter: medium skin tone
Personnes et corps	👨🏾‍🚒	man firefighter: medium-dark skin tone
Personnes et corps	👨🏿‍🚒	man firefighter: dark skin tone
Personnes et corps	👩‍🚒	woman firefighter
Personnes et corps	👩🏻‍🚒	woman firefighter: light skin tone
Personnes et corps	👩🏼‍🚒	woman firefighter: medium-light skin tone
Personnes et corps	👩🏽‍🚒	woman firefighter: medium skin tone
Personnes et corps	👩🏾‍🚒	woman firefighter: medium-dark skin tone
Personnes et corps	👩🏿‍🚒	woman firefighter: dark skin tone
Personnes et corps	👮	police officer
Personnes et corps	👮🏻	police officer: light skin tone
Personnes et corps	👮🏼	police officer: medium-light skin tone
Personnes et corps	👮🏽	police officer: medium skin tone
Personnes et corps	👮🏾	police officer: medium-dark skin tone
Personnes et corps	👮🏿	police officer: dark skin tone
Personnes et corps	👮‍♂️	man police officer
Personnes et corps	👮🏻‍♂️	man police officer: light skin tone
Personnes et corps	👮🏼‍♂️	man police officer: medium-light skin tone
Personnes et corps	👮🏽‍♂️	man police officer: medium skin tone
Personnes et corps	👮🏾‍♂️	man police officer: medium-dark skin tone
Personnes et corps	👮🏿‍♂️	man police officer: dark skin tone
Personnes et corps	👮‍♀️	woman police officer
Personnes et corps	👮🏻‍♀️	woman police officer: light skin tone
Personnes et corps	👮🏼‍♀️	woman police officer: medium-light skin tone
Personnes et corps	👮🏽‍♀️	woman police officer: medium skin tone
Personnes et corps	👮🏾‍♀️	woman police officer: medium-dark skin tone
Personnes et corps	👮🏿‍♀️	woman police officer: dark skin tone
Personnes et corps	🕵️	detective
Personnes et corps	🕵🏻	detective: light skin tone
Personnes et corps	🕵🏼	detective: medium-light skin tone
Personnes et corps	🕵🏽	detective: medium skin tone
Personnes et corps	🕵🏾	detective: medium-dark skin tone
Personnes et corps	🕵🏿	detective: dark skin tone
Personnes et corps	🕵️‍♂️	man detective
Personnes et corps	🕵🏻‍♂️	man detective: light skin tone
Personnes et corps	🕵🏼‍♂️	man detective: medium-light skin tone
Personnes et corps	🕵🏽‍♂️	man detective: medium skin tone
Personnes et corps	🕵🏾‍♂️	man detective: medium-dark skin tone
Personnes et corps	🕵🏿‍♂️	man detective: dark skin tone
Personnes et corps	🕵️‍♀️	woman detective
Personnes et corps	🕵🏻‍♀️	woman detective: light skin tone
Personnes et corps	🕵🏼‍♀️	woman detective: medium-light skin tone
Personnes et corps	🕵🏽‍♀️	woman detective: medium skin tone
Personnes et corps	🕵🏾‍♀️	woman detective: medium-dark skin tone
Personnes et corps	🕵🏿‍♀️	woman detective: dark skin tone
Personnes et corps	💂	guard
Personnes et corps	💂🏻	guard: light skin tone
Personnes et corps	💂🏼	guard: medium-light skin tone
Personnes et corps	💂🏽	guard: medium skin tone
Personnes et corps	💂🏾	guard: medium-dark skin tone
Personnes et corps	💂🏿	guard: dark skin tone
Personnes et corps	💂‍♂️	man guard
Personnes et corps	💂🏻‍♂️	man guard: light skin tone
Personnes et corps	💂🏼‍♂️	man guard: medium-light skin tone
Personnes et corps	💂🏽‍♂️	man guard: medium skin tone
Personnes et corps	💂🏾‍♂️	man guard: medium-dark skin tone
Personnes et corps	💂🏿‍♂️	man guard: dark skin tone
Personnes et corps	💂‍♀️	woman guard
Personnes et corps	💂🏻‍♀️	woman guard: light skin tone
Personnes et corps	💂🏼‍♀️	woman guard: medium-light skin tone
Personnes et corps	💂🏽‍♀️	woman guard: medium skin tone
Personnes et corps	💂🏾‍♀️	woman guard: medium-dark skin tone
Personnes et corps	💂🏿‍♀️	woman guard: dark skin tone
Personnes et corps	🥷	ninja
Personnes et corps	🥷🏻	ninja: light skin tone
Personnes et corps	🥷🏼	ninja: medium-light skin tone
Personnes et corps	🥷🏽	ninja: medium skin tone
Personnes et corps	🥷🏾	ninja: medium-dark skin tone
Personnes et corps	🥷🏿	ninja: dark skin tone
Personnes et corps	👷	construction worker
Personnes et corps	👷🏻	construction worker: light skin tone
Personnes et corps	👷🏼	construction worker: medium-light skin tone
Personnes et corps	👷🏽	construction worker: medium skin tone
Personnes et corps	👷🏾	construction worker: medium-dark skin tone
Personnes et corps	👷🏿	construction worker: dark skin tone
Personnes et corps	👷‍♂️	man construction worker
Personnes et corps	👷🏻‍♂️	man construction worker: light skin tone
Personnes et corps	👷🏼‍♂️	man construction worker: medium-light skin tone
Personnes et corps	👷🏽‍♂️	man construction worker: medium skin tone
Personnes et corps	👷🏾‍♂️	man construction worker: medium-dark skin tone
Personnes et corps	👷🏿‍♂️	man construction worker: dark skin tone
Personnes et corps	👷‍♀️	woman construction worker
Personnes et corps	👷🏻‍♀️	woman construction worker: light skin tone
Personnes et corps	👷🏼‍♀️	woman construction worker: medium-light skin tone
Personnes et corps	👷🏽‍♀️	woman construction worker: medium skin tone
Personnes et corps	👷🏾‍♀️	woman construction worker: medium-dark skin tone
Personnes et corps	👷🏿‍♀️	woman construction worker: dark skin tone
Personnes et corps	🫅	person with crown
Personnes et corps	🫅🏻	person with crown: light skin tone
Personnes et corps	🫅🏼	person with crown: medium-light skin tone
Personnes et corps	🫅🏽	person with crown: medium skin tone
Personnes et corps	🫅🏾	person with crown: medium-dark skin tone
Personnes et corps	🫅🏿	person with crown: dark skin tone
Personnes et corps	🤴	prince
Personnes et corps	🤴🏻	prince: light skin tone
Personnes et corps	🤴🏼	prince: medium-light skin tone
Personnes et corps	🤴🏽	prince: medium skin tone
Personnes et corps	🤴🏾	prince: medium-dark skin tone
Personnes et corps	🤴🏿	prince: dark skin tone
Personnes et corps	👸	princess
Personnes et corps	👸🏻	princess: light skin tone
Personnes et corps	👸🏼	princess: medium-light skin tone
Personnes et corps	👸🏽	princess: medium skin tone
Personnes et corps	👸🏾	princess: medium-dark skin tone
Personnes et corps	👸🏿	princess: dark skin tone
Personnes et corps	👳	person wearing turban
Personnes et corps	👳🏻	person wearing turban: light skin tone
Personnes et corps	👳🏼	person wearing turban: medium-light skin tone
Personnes et corps	👳🏽	person wearing turban: medium skin tone
Personnes et corps	👳🏾	person wearing turban: medium-dark skin tone
Personnes et corps	👳🏿	person wearing turban: dark skin tone
Personnes et corps	👳‍♂️	man wearing turban
Personnes et corps	👳🏻‍♂️	man wearing turban: light skin tone
Personnes et corps	👳🏼‍♂️	man wearing turban: medium-light skin tone
Personnes et corps	👳🏽‍♂️	man wearing turban: medium skin tone
Personnes et corps	👳🏾‍♂️	man wearing turban: medium-dark skin tone
Personnes et corps	👳🏿‍♂️	man wearing turban: dark skin tone
Personnes et corps	👳‍♀️	woman wearing turban
Personnes et corps	👳🏻‍♀️	woman wearing turban: light skin tone
Personnes et corps	👳🏼‍♀️	woman wearing turban: medium-light skin tone
Personnes et corps	👳🏽‍♀️	woman wearing turban: medium skin tone
Personnes et corps	👳🏾‍♀️	woman wearing turban: medium-dark skin tone
Personnes et corps	👳🏿‍♀️	woman wearing turban: dark skin tone
Personnes et corps	👲	person with skullcap
Personnes et corps	👲🏻	person with skullcap: light skin tone
Personnes et corps	👲🏼	person with skullcap: medium-light skin tone
Personnes et corps	👲🏽	person with skullcap: medium skin tone
Personnes et corps	👲🏾	person with skullcap: medium-dark skin tone
Personnes et corps	👲🏿	person with skullcap: dark skin tone
Personnes et corps	🧕	woman with headscarf
Personnes et corps	🧕🏻	woman with headscarf: light skin tone
